date,price_bitcoin,price_gold,price_sp500,change_bitcoin,change_gold,vix,interest_rate,cpi,inflation
2017-10-06,4372,1275,2549,1.17,0.13,9.65,1.04,245.32,2.07
2017-10-09,4778,1285,2545,3.59,0.79,10.33,1.04,245.37,2.07
2017-10-10,4763,1294,2551,-0.3,0.68,10.08,1.05,245.38,2.07
2017-10-11,4824,1289,2555,1.28,-0.38,9.85,1.07,245.39,2.07
2017-10-12,5433,1296,2551,12.61,0.59,9.91,1.05,245.41,2.07
2017-10-13,5637,1305,2553,3.77,0.62,9.61,1.05,245.42,2.07
2017-10-16,5759,1303,2558,1.25,-0.12,9.91,1.05,245.46,2.07
2017-10-17,5599,1286,2559,-2.79,-1.29,10.31,1.07,245.48,2.07
2017-10-18,5576,1283,2561,-0.41,-0.25,10.07,1.07,245.49,2.07
2017-10-19,5699,1290,2562,2.2,0.55,10.05,1.07,245.51,2.07
2017-10-20,5993,1280,2575,5.17,-0.74,9.97,1.08,245.52,2.07
2017-10-23,5904,1281,2565,-1.32,0.03,11.07,1.07,245.56,2.07
2017-10-24,5513,1278,2569,-6.62,-0.2,11.16,1.1,245.58,2.07
2017-10-25,5734,1279,2557,4.01,0.05,11.23,1.08,245.59,2.07
2017-10-26,5888,1270,2560,2.68,-0.73,11.3,1.08,245.6,2.07
2017-10-27,5765,1272,2581,-2.09,0.17,9.8,1.07,245.62,2.07
2017-10-30,6124,1278,2573,-0.38,0.46,10.5,1.08,245.66,2.07
2017-10-31,6451,1270,2575,5.34,-0.56,10.18,1.12,245.67,2.07
2017-11-01,6738,1277,2579,4.44,0.54,10.2,1.14,245.69,2.07
2017-11-02,7025,1278,2580,4.26,0.06,9.93,1.14,245.7,2.07
2017-11-03,7152,1269,2588,1.81,-0.7,9.14,1.15,245.71,2.07
2017-11-06,6959,1282,2591,-5.82,0.98,9.4,1.16,245.76,2.07
2017-11-07,7103,1276,2591,2.06,-0.45,9.89,1.19,245.77,2.07
2017-11-08,7444,1284,2594,4.81,0.62,9.78,1.2,245.78,2.07
2017-11-09,7130,1288,2585,-4.23,0.3,10.5,1.2,245.8,2.07
2017-11-10,6566,1274,2582,-7.91,-1.03,11.29,1.2,245.81,2.07
2017-11-13,6522,1279,2585,10.96,0.37,11.5,1.18,245.85,2.07
2017-11-14,6597,1283,2579,1.14,0.31,11.59,1.24,245.87,2.07
2017-11-15,7283,1278,2565,10.4,-0.41,13.13,1.23,245.88,2.07
2017-11-16,7854,1278,2586,7.83,0.04,11.76,1.23,245.9,2.07
2017-11-17,7700,1296,2579,-1.96,1.43,11.43,1.24,245.91,2.07
2017-11-20,8245,1275,2582,2.51,-1.64,10.65,1.24,245.95,2.07
2017-11-21,8100,1282,2599,-1.76,0.5,9.73,1.28,245.97,2.07
2017-11-22,8234,1292,2597,1.66,0.82,9.88,1.26,245.98,2.07
2017-11-23,8013,1287,2597,-2.69,-0.38,,,245.99,2.07
2017-11-27,9733,1294,2601,4.45,0.55,9.87,1.22,246.05,2.07
2017-11-28,9906,1295,2627,1.78,0.04,10.03,1.26,246.06,2.07
2017-11-29,9838,1286,2626,-0.69,-0.67,10.7,1.26,246.08,2.07
2017-11-30,9947,1277,2648,1.11,-0.74,11.28,1.24,246.09,2.07
2017-12-01,10862,1282,2642,9.2,0.44,11.43,1.24,246.11,2.07
2017-12-04,11624,1278,2639,3.36,-0.36,11.68,1.25,246.15,2.07
2017-12-05,11667,1265,2630,0.37,-1.0,11.33,1.28,246.16,2.07
2017-12-06,13750,1266,2629,17.85,0.09,11.02,1.26,246.18,2.07
2017-12-07,16850,1253,2637,22.55,-1.03,10.16,1.26,246.19,2.07
2017-12-08,16048,1248,2652,-4.76,-0.38,9.58,1.25,246.2,2.07
2017-12-11,16732,1247,2660,11.11,-0.12,9.34,1.26,246.24,2.07
2017-12-12,17084,1242,2664,2.1,-0.42,9.92,1.31,246.26,2.07
2017-12-13,16287,1249,2663,-4.67,0.56,10.18,1.27,246.27,2.07
2017-12-14,16468,1257,2652,1.11,0.68,10.49,1.28,246.29,2.07
2017-12-15,17605,1258,2676,6.9,0.03,9.42,1.28,246.3,2.07
2017-12-18,18972,1266,2690,-0.49,0.64,9.53,1.32,246.34,2.07
2017-12-19,17524,1264,2681,-7.64,-0.1,10.03,1.35,246.36,2.07
2017-12-20,16462,1270,2679,-6.06,0.43,9.72,1.35,246.37,2.07
2017-12-21,15632,1271,2685,-5.04,0.08,9.62,1.32,246.38,2.07
2017-12-22,13665,1279,2683,-12.58,0.65,9.9,1.3,246.4,2.07
2017-12-26,15757,1288,2680,13.9,0.68,10.25,1.3,246.45,2.07
2017-12-27,15417,1291,2683,-2.16,0.3,10.47,1.41,246.47,2.07
2017-12-28,14399,1297,2688,-6.6,0.45,10.18,1.37,246.48,2.07
2017-12-29,14393,1309,2674,-0.04,0.93,11.04,1.36,246.5,2.07
2018-01-02,14754,1316,2696,9.74,0.52,9.77,1.38,246.55,2.11
2018-01-03,15157,1318,2713,2.73,0.18,9.15,1.37,246.56,2.11
2018-01-04,15180,1322,2724,0.15,0.24,9.22,1.37,246.58,2.11
2018-01-05,16955,1322,2743,11.69,0.05,9.22,1.37,246.59,2.11
2018-01-08,14976,1320,2748,-7.71,-0.14,9.52,1.38,246.63,2.11
2018-01-09,14778,1314,2751,-1.32,-0.51,10.08,1.41,246.64,2.11
2018-01-10,15043,1319,2748,1.79,0.43,9.82,1.39,246.65,2.11
2018-01-11,13535,1322,2768,-10.02,0.24,9.88,1.4,246.67,2.11
2018-01-12,13887,1335,2786,2.6,0.94,10.16,1.41,246.68,2.11
2018-01-15,13698,1337,2786,0.02,0.16,,,246.72,2.11
2018-01-17,11192,1339,2803,-1.49,0.16,11.91,1.41,246.74,2.11
2018-01-18,11245,1327,2798,0.47,-0.9,12.22,1.4,246.76,2.11
2018-01-19,11580,1333,2810,2.98,0.44,11.27,1.4,246.77,2.11
2018-01-22,10865,1332,2833,-6.3,-0.09,11.03,1.39,246.81,2.11
2018-01-23,10903,1337,2839,0.35,0.36,11.1,1.41,246.82,2.11
2018-01-24,11452,1356,2838,5.04,1.47,11.47,1.41,246.83,2.11
2018-01-25,11203,1363,2839,-2.18,0.49,11.58,1.39,246.85,2.11
2018-01-26,11118,1352,2873,-0.76,-0.79,11.08,1.39,246.86,2.11
2018-01-29,11245,1340,2854,-4.67,-0.87,13.84,1.38,246.9,2.11
2018-01-30,10166,1340,2822,-9.59,-0.02,14.79,1.42,246.91,2.11
2018-01-31,10265,1343,2824,0.98,0.23,13.54,1.43,246.92,2.11
2018-02-01,9181,1348,2822,-10.56,0.36,13.47,1.45,246.94,2.11
2018-02-02,8893,1337,2762,-3.14,-0.79,17.31,1.45,246.95,2.11
2018-02-05,6938,1336,2649,-15.61,-0.06,37.32,1.46,246.99,2.11
2018-02-06,7701,1330,2695,10.99,-0.52,29.98,1.49,247.0,2.11
2018-02-07,7595,1315,2682,-1.38,-1.12,27.73,1.51,247.01,2.11
2018-02-08,8164,1319,2581,7.5,0.33,33.46,1.51,247.03,2.11
2018-02-09,8700,1316,2620,6.56,-0.25,29.06,1.52,247.04,2.11
2018-02-12,8904,1326,2656,10.17,0.81,25.61,1.53,247.08,2.11
2018-02-13,8539,1330,2663,-4.09,0.3,24.97,1.57,247.09,2.11
2018-02-14,9476,1358,2699,10.97,2.07,19.26,1.55,247.1,2.11
2018-02-15,10037,1355,2731,5.92,-0.2,19.13,1.56,247.12,2.11
2018-02-16,10179,1356,2732,1.41,0.07,19.46,1.57,247.13,2.11
2018-02-19,11169,1331,2732,7.41,-1.84,,,247.17,2.11
2018-02-21,10473,1332,2701,-6.81,0.07,20.02,1.61,247.19,2.11
2018-02-22,9842,1333,2704,-6.03,0.05,18.72,1.61,247.21,2.11
2018-02-23,10170,1330,2747,3.34,-0.18,16.49,1.61,247.22,2.11
2018-02-26,10285,1333,2780,7.3,0.19,15.8,1.61,247.26,2.11
2018-02-27,10594,1319,2744,3.01,-1.07,18.59,1.63,247.27,2.11
2018-02-28,10334,1318,2714,-2.46,-0.05,19.85,1.62,247.29,2.11
2018-03-01,10904,1305,2678,5.52,-0.96,22.47,1.59,247.3,2.11
2018-03-02,10828,1323,2691,-0.7,1.39,19.59,1.61,247.31,2.11
2018-03-05,11331,1320,2721,-0.75,-0.26,18.73,1.62,247.35,2.11
2018-03-06,10675,1335,2728,-5.78,1.16,18.36,1.64,247.36,2.11
2018-03-07,9903,1328,2727,-7.23,-0.57,17.76,1.65,247.38,2.11
2018-03-08,9300,1322,2739,-6.09,-0.44,16.54,1.63,247.39,2.11
2018-03-09,9217,1324,2787,-0.89,0.17,14.64,1.63,247.4,2.11
2018-03-12,9137,1321,2783,-4.12,-0.24,15.78,1.64,247.44,2.11
2018-03-13,9155,1327,2765,0.19,0.48,16.35,1.69,247.45,2.11
2018-03-14,8211,1326,2749,-10.32,-0.11,17.23,1.72,247.47,2.11
2018-03-15,8264,1318,2747,0.66,-0.59,16.59,1.73,247.48,2.11
2018-03-16,8289,1312,2752,0.3,-0.42,15.8,1.74,247.49,2.11
2018-03-19,8617,1318,2713,5.07,0.42,19.02,1.73,247.53,2.11
2018-03-20,8913,1312,2717,3.43,-0.45,18.2,1.76,247.54,2.11
2018-03-21,8906,1322,2712,-0.08,0.73,17.86,1.71,247.56,2.11
2018-03-22,8726,1327,2644,-2.02,0.45,23.34,1.68,247.57,2.11
2018-03-23,8917,1350,2588,2.18,1.7,24.87,1.69,247.58,2.11
2018-03-26,8144,1355,2659,-3.89,0.38,21.03,1.71,247.62,2.11
2018-03-27,7802,1342,2613,-4.2,-0.96,22.5,1.73,247.63,2.11
2018-03-28,7955,1330,2605,1.96,-0.89,22.87,1.7,247.65,2.11
2018-03-29,7129,1327,2641,-10.38,-0.2,19.97,1.67,247.66,2.11
2018-04-02,7068,1347,2582,3.56,1.48,23.62,1.68,247.71,2.11
2018-04-03,7424,1337,2614,5.03,-0.71,21.1,1.71,247.72,2.11
2018-04-04,6809,1340,2645,-8.29,0.22,20.06,1.67,247.74,2.11
2018-04-05,6782,1328,2663,-0.4,-0.87,18.94,1.67,247.75,2.11
2018-04-06,6624,1336,2604,-2.33,0.57,21.49,1.68,247.76,2.11
2018-04-09,6782,1340,2613,-3.54,0.3,21.77,1.67,247.8,2.11
2018-04-10,6855,1346,2657,1.08,0.43,20.47,1.7,247.81,2.11
2018-04-11,6962,1360,2642,1.56,1.05,20.24,1.69,247.83,2.11
2018-04-12,7927,1342,2664,13.85,-1.33,18.49,1.71,247.84,2.11
2018-04-13,7887,1348,2656,-0.49,0.45,17.41,1.72,247.85,2.11
2018-04-16,8070,1351,2678,-3.51,0.21,16.56,1.71,247.89,2.11
2018-04-17,7909,1350,2706,-2.0,-0.09,15.25,1.75,247.9,2.11
2018-04-18,8178,1354,2709,3.41,0.3,15.6,1.77,247.92,2.11
2018-04-19,8291,1349,2693,1.37,-0.35,15.96,1.78,247.93,2.11
2018-04-20,8867,1338,2670,6.95,-0.78,16.88,1.76,247.94,2.11
2018-04-23,8953,1324,2670,1.66,-1.07,16.34,1.78,247.98,2.11
2018-04-24,9645,1333,2635,7.73,0.68,18.02,1.82,247.99,2.11
2018-04-25,8873,1323,2639,-8.01,-0.77,17.84,1.82,248.01,2.11
2018-04-26,9287,1318,2667,4.67,-0.37,16.24,1.78,248.02,2.11
2018-04-27,8941,1323,2670,-3.73,0.42,15.41,1.77,248.03,2.11
2018-04-30,9245,1319,2648,-1.8,-0.32,15.93,1.76,248.07,2.11
2018-05-01,9075,1307,2655,-1.84,-0.94,15.49,1.81,248.09,2.11
2018-05-02,9243,1306,2636,1.85,-0.09,15.97,1.78,248.1,2.11
2018-05-03,9750,1313,2630,5.48,0.54,15.9,1.79,248.11,2.11
2018-05-04,9709,1315,2663,-0.42,0.15,14.77,1.79,248.12,2.11
2018-05-07,9432,1314,2673,-2.33,-0.05,14.75,1.79,248.16,2.11
2018-05-08,9196,1314,2672,-2.49,-0.03,14.71,1.84,248.18,2.11
2018-05-09,9319,1313,2698,1.33,-0.05,13.42,1.85,248.19,2.11
2018-05-10,9026,1322,2723,-3.15,0.71,13.23,1.85,248.2,2.11
2018-05-11,8408,1321,2728,-6.84,-0.12,12.65,1.86,248.21,2.11
2018-05-14,8674,1318,2730,-0.22,-0.19,12.93,1.86,248.25,2.11
2018-05-15,8477,1290,2711,-2.27,-2.12,14.63,1.88,248.27,2.11
2018-05-16,8344,1292,2722,-1.56,0.09,13.42,1.87,248.28,2.11
2018-05-17,8063,1289,2720,-3.37,-0.16,13.43,1.86,248.29,2.11
2018-05-18,8246,1291,2713,2.27,0.15,13.42,1.86,248.3,2.11
2018-05-21,8403,1291,2733,-1.47,-0.03,13.08,1.86,248.34,2.11
2018-05-22,8006,1292,2724,-4.73,0.09,13.22,1.89,248.36,2.11
2018-05-23,7512,1290,2733,-6.17,-0.19,12.58,1.87,248.37,2.11
2018-05-24,7593,1304,2728,1.07,1.15,12.53,1.86,248.38,2.11
2018-05-25,7478,1304,2721,-1.52,-0.05,13.22,1.85,248.39,2.11
2018-05-28,7119,1299,2721,-3.36,-0.36,,,248.43,2.11
2018-05-30,7400,1306,2724,-0.91,0.58,14.94,1.88,248.46,2.11
2018-05-31,7503,1305,2705,1.39,-0.14,15.43,1.87,248.47,2.11
2018-06-01,7531,1299,2735,0.38,-0.41,13.46,1.87,248.49,2.11
2018-06-04,7504,1297,2747,-2.91,-0.15,12.74,1.87,248.52,2.11
2018-06-05,7632,1302,2749,1.69,0.38,12.4,1.9,248.54,2.11
2018-06-06,7661,1301,2772,0.39,-0.06,11.64,1.9,248.55,2.11
2018-06-07,7698,1303,2770,0.48,0.12,12.13,1.88,248.56,2.11
2018-06-08,7622,1303,2779,-0.98,-0.02,12.18,1.88,248.58,2.11
2018-06-11,6886,1303,2782,1.64,0.04,12.35,1.87,248.61,2.11
2018-06-12,6558,1299,2787,-4.76,-0.29,12.34,1.89,248.63,2.11
2018-06-13,6312,1301,2776,-3.75,0.15,12.94,1.89,248.64,2.11
2018-06-14,6647,1308,2782,5.3,0.54,12.12,1.88,248.65,2.11
2018-06-15,6410,1278,2780,-3.56,-2.28,11.98,1.89,248.67,2.11
2018-06-18,6720,1280,2774,4.02,0.13,12.31,1.88,248.7,2.11
2018-06-19,6752,1279,2763,0.49,-0.12,13.35,1.9,248.72,2.11
2018-06-20,6765,1274,2767,0.19,-0.32,12.79,1.89,248.73,2.11
2018-06-21,6728,1270,2750,-0.55,-0.31,14.64,1.89,248.74,2.11
2018-06-22,6056,1271,2755,-9.99,0.02,13.77,1.87,248.76,2.11
2018-06-25,6257,1269,2717,1.66,-0.14,17.33,1.85,248.79,2.11
2018-06-26,6082,1260,2723,-2.79,-0.71,15.92,1.89,248.81,2.11
2018-06-27,6155,1256,2700,1.2,-0.3,17.91,1.88,248.82,2.11
2018-06-28,5884,1251,2716,-4.41,-0.41,16.85,1.88,248.83,2.11
2018-06-29,6213,1254,2718,5.61,0.28,16.09,1.88,248.85,2.11
2018-07-02,6620,1242,2727,3.97,-1.02,15.6,1.89,248.88,2.11
2018-07-03,6514,1254,2713,-1.6,0.95,16.14,1.93,248.9,2.11
2018-07-04,6598,1259,2713,1.3,0.42,,,248.91,2.11
2018-07-06,6618,1256,2760,1.09,-0.24,13.37,1.9,248.94,2.11
2018-07-09,6667,1260,2784,-0.71,0.3,12.69,1.91,248.98,2.11
2018-07-10,6307,1255,2794,-5.4,-0.33,12.64,1.93,248.99,2.11
2018-07-11,6389,1244,2774,1.3,-0.88,13.63,1.92,249.0,2.11
2018-07-12,6251,1247,2798,-2.17,0.18,12.58,1.93,249.01,2.11
2018-07-13,6230,1241,2801,-0.33,-0.43,12.18,1.93,249.03,2.11
2018-07-16,6730,1240,2798,5.77,-0.12,12.83,1.94,249.07,2.11
2018-07-17,7322,1227,2810,8.8,-1.0,12.06,1.98,249.08,2.11
2018-07-18,7384,1228,2816,0.84,0.05,12.1,1.96,249.09,2.11
2018-07-19,7478,1224,2804,1.27,-0.32,12.87,1.95,249.1,2.11
2018-07-20,7339,1231,2802,-1.85,0.58,12.86,1.93,249.12,2.11
2018-07-23,7723,1226,2807,4.19,-0.45,12.62,1.92,249.16,2.11
2018-07-24,8407,1226,2820,8.86,-0.01,12.41,1.96,249.17,2.11
2018-07-25,8174,1232,2846,-2.78,0.51,12.29,1.95,249.18,2.11
2018-07-26,7937,1226,2837,-2.9,-0.5,12.14,1.95,249.19,2.11
2018-07-27,8187,1223,2819,3.15,-0.22,13.03,1.95,249.21,2.11
2018-07-30,8177,1232,2803,-0.47,0.7,14.26,1.95,249.25,2.11
2018-07-31,7729,1234,2816,-5.48,0.17,12.83,1.99,249.26,2.11
2018-08-01,7606,1228,2813,-1.59,-0.49,13.15,1.98,249.27,2.11
2018-08-02,7536,1220,2827,-0.93,-0.61,12.19,1.97,249.28,2.11
2018-08-03,7419,1223,2840,-1.55,0.25,11.64,1.96,249.3,2.11
2018-08-06,6944,1218,2850,-1.19,-0.45,11.27,1.97,249.34,2.11
2018-08-07,6725,1218,2858,-3.15,0.05,10.93,2.01,249.35,2.11
2018-08-08,6284,1221,2858,-6.56,0.22,10.85,2.01,249.36,2.11
2018-08-09,6539,1220,2854,4.06,-0.09,11.27,2.01,249.38,2.11
2018-08-10,6152,1219,2833,-5.91,-0.07,13.16,2.0,249.39,2.11
2018-08-13,6255,1199,2822,-0.91,-1.65,14.78,2.0,249.43,2.11
2018-08-14,6190,1201,2840,-1.04,0.15,13.31,2.03,249.44,2.11
2018-08-15,6257,1185,2818,1.08,-1.31,14.64,2.02,249.45,2.11
2018-08-16,6307,1184,2841,0.8,-0.08,13.45,2.02,249.47,2.11
2018-08-17,6582,1184,2850,4.36,0.02,12.64,2.0,249.48,2.11
2018-08-20,6268,1195,2857,-3.29,0.88,12.49,1.99,249.52,2.11
2018-08-21,6482,1200,2863,3.41,0.45,12.86,2.04,249.53,2.11
2018-08-22,6360,1203,2862,-1.89,0.28,12.25,2.04,249.54,2.11
2018-08-23,6521,1194,2857,2.54,-0.77,12.41,2.03,249.56,2.11
2018-08-24,6680,1213,2875,2.44,1.62,11.99,2.05,249.57,2.11
2018-08-27,6898,1216,2897,2.75,0.22,12.16,2.06,249.61,2.11
2018-08-28,7075,1214,2898,2.57,-0.13,12.5,2.08,249.62,2.11
2018-08-29,7029,1212,2914,-0.64,-0.24,12.25,2.08,249.63,2.11
2018-08-30,6994,1205,2901,-0.5,-0.54,13.53,2.06,249.65,2.11
2018-08-31,7034,1207,2902,0.57,0.14,12.86,2.06,249.66,2.11
2018-09-03,7264,1199,2902,-0.41,-0.63,,,249.7,2.11
2018-09-05,6707,1201,2889,-9.09,0.18,13.91,2.09,249.72,2.11
2018-09-06,6514,1204,2878,-2.87,0.25,14.65,2.08,249.74,2.11
2018-09-07,6391,1200,2872,-1.89,-0.32,14.88,2.09,249.75,2.11
2018-09-10,6321,1200,2877,1.32,-0.05,14.16,2.08,249.79,2.11
2018-09-11,6294,1202,2888,-0.43,0.2,13.22,2.11,249.8,2.11
2018-09-12,6338,1211,2889,0.7,0.72,13.14,2.11,249.81,2.11
2018-09-13,6483,1208,2904,2.29,-0.22,12.37,2.09,249.83,2.11
2018-09-14,6484,1201,2905,0.01,-0.59,12.07,2.1,249.84,2.11
2018-09-17,6252,1206,2889,-3.82,0.39,13.68,2.11,249.88,2.11
2018-09-18,6342,1203,2904,1.44,-0.24,12.79,2.12,249.89,2.11
2018-09-19,6390,1208,2908,0.76,0.45,11.75,2.12,249.9,2.11
2018-09-20,6489,1211,2931,1.55,0.25,11.8,2.12,249.92,2.11
2018-09-21,6767,1201,2930,4.28,-0.83,11.68,2.12,249.93,2.11
2018-09-24,6584,1204,2919,-1.79,0.26,12.2,2.12,249.97,2.11
2018-09-25,6445,1205,2916,-2.11,0.06,12.42,2.17,249.98,2.11
2018-09-26,6468,1199,2906,0.36,-0.5,12.89,2.16,249.99,2.11
2018-09-27,6689,1187,2914,3.42,-0.98,12.41,2.14,250.01,2.11
2018-09-28,6636,1196,2914,-0.79,0.74,12.12,2.15,250.02,2.11
2018-10-01,6608,1192,2925,-0.41,-0.38,12.0,2.15,250.06,2.11
2018-10-02,6550,1207,2923,-0.88,1.28,12.05,2.17,250.07,2.11
2018-10-03,6508,1203,2926,-0.64,-0.34,11.61,2.17,250.08,2.11
2018-10-04,6584,1202,2902,1.17,-0.11,14.22,2.17,250.1,2.11
2018-10-05,6639,1206,2886,0.83,0.33,14.82,2.16,250.11,2.11
2018-10-08,6670,1189,2884,0.89,-1.41,15.69,2.16,250.15,2.11
2018-10-09,6651,1192,2880,-0.28,0.24,15.95,2.18,250.16,2.11
2018-10-10,6618,1193,2786,-0.49,0.16,22.96,2.22,250.18,2.11
2018-10-11,6239,1228,2728,-5.72,2.87,24.98,2.21,250.19,2.11
2018-10-12,6291,1222,2767,0.84,-0.46,21.31,2.22,250.2,2.11
2018-10-15,6700,1230,2751,5.9,0.68,21.3,2.23,250.24,2.11
2018-10-16,6705,1231,2810,0.08,0.06,17.62,2.26,250.25,2.11
2018-10-17,6687,1227,2809,-0.28,-0.29,17.4,2.26,250.27,2.11
2018-10-18,6574,1230,2769,-1.68,0.22,20.06,2.26,250.28,2.11
2018-10-19,6512,1229,2768,-0.94,-0.11,19.89,2.26,250.29,2.11
2018-10-22,6556,1225,2756,-0.41,-0.33,19.64,2.26,250.33,2.11
2018-10-23,6529,1237,2741,-0.41,1.0,20.71,2.29,250.34,2.11
2018-10-24,6531,1231,2656,0.03,-0.46,25.23,2.29,250.36,2.11
2018-10-25,6507,1232,2706,-0.36,0.11,24.22,2.28,250.37,2.11
2018-10-26,6510,1236,2659,0.05,0.28,24.16,2.27,250.38,2.11
2018-10-29,6335,1228,2641,-2.33,-0.66,24.7,2.26,250.42,2.11
2018-10-30,6326,1225,2683,-0.15,-0.19,23.35,2.28,250.43,2.11
2018-10-31,6366,1215,2712,0.64,-0.84,21.23,2.28,250.45,2.11
2018-11-01,6400,1239,2740,0.54,1.94,19.34,2.27,250.46,2.11
2018-11-02,6425,1233,2723,0.38,-0.43,19.51,2.27,250.47,2.11
2018-11-05,6460,1232,2738,-0.29,-0.08,19.96,2.27,250.51,2.11
2018-11-06,6503,1226,2755,0.67,-0.49,19.91,2.31,250.52,2.11
2018-11-07,6565,1229,2814,0.96,0.2,16.36,2.31,250.54,2.11
2018-11-08,6474,1225,2807,-1.39,-0.29,16.72,2.3,250.55,2.11
2018-11-09,6412,1209,2781,-0.96,-1.35,17.36,2.3,250.56,2.11
2018-11-12,6435,1204,2726,-0.17,-0.42,20.45,2.3,250.6,2.11
2018-11-13,6429,1201,2722,-0.09,-0.17,20.02,2.3,250.61,2.11
2018-11-14,5842,1210,2702,-9.13,0.72,21.25,2.33,250.63,2.11
2018-11-15,5719,1215,2730,-2.11,0.4,19.98,2.31,250.64,2.11
2018-11-16,5636,1223,2736,-1.45,0.66,18.14,2.3,250.65,2.11
2018-11-19,4884,1225,2691,-13.69,0.19,20.1,2.3,250.69,2.11
2018-11-20,4525,1221,2642,-7.36,-0.33,22.48,2.34,250.7,2.11
2018-11-21,4639,1228,2650,2.52,0.56,20.8,2.35,250.72,2.11
2018-11-22,4356,1223,2650,-6.09,-0.39,,,250.73,2.11
2018-11-26,3837,1222,2673,-5.54,-0.07,18.9,2.34,250.78,2.11
2018-11-27,3866,1213,2682,0.77,-0.74,19.02,2.35,250.79,2.11
2018-11-28,4265,1224,2744,10.32,0.84,18.49,2.34,250.81,2.11
2018-11-29,4296,1230,2738,0.73,0.56,18.79,2.31,250.82,2.11
2018-11-30,4040,1226,2760,-5.98,-0.36,18.07,2.31,250.83,2.11
2018-12-03,3898,1240,2790,-6.31,1.11,16.44,2.29,250.87,2.11
2018-12-04,3958,1247,2700,1.56,0.56,20.74,2.37,250.88,2.11
2018-12-05,3772,1243,2700,-4.72,-0.32,,,250.9,2.11
2018-12-06,3509,1244,2696,-6.97,0.08,21.19,2.35,250.91,2.11
2018-12-07,3422,1253,2633,-2.46,0.72,23.23,2.34,250.92,2.11
2018-12-10,3460,1249,2638,-3.0,-0.26,22.64,2.33,250.96,2.11
2018-12-11,3408,1247,2637,-1.53,-0.18,21.76,2.37,250.97,2.11
2018-12-12,3466,1250,2651,1.72,0.22,21.46,2.38,250.99,2.11
2018-12-13,3315,1247,2651,-4.35,-0.21,20.65,2.36,251.0,2.11
2018-12-14,3248,1241,2600,-2.04,-0.48,21.63,2.37,251.01,2.11
2018-12-17,3526,1252,2546,8.57,0.84,24.52,2.34,251.05,2.11
2018-12-18,3668,1254,2546,4.02,0.14,25.58,2.33,251.07,2.11
2018-12-19,3687,1256,2507,0.52,0.22,25.58,2.34,251.08,2.11
2018-12-20,4076,1268,2467,10.55,0.92,28.38,2.34,251.09,2.11
2018-12-21,3851,1258,2417,-5.52,-0.77,30.11,2.33,251.1,2.11
2018-12-24,4026,1272,2351,2.07,1.09,36.07,2.33,251.14,2.11
2018-12-26,3794,1273,2468,0.83,0.09,30.41,2.38,251.17,2.11
2018-12-27,3587,1281,2489,-5.45,0.64,29.96,2.35,251.18,2.11
2018-12-28,3862,1283,2486,7.66,0.15,28.34,2.33,251.19,2.11
2018-12-31,3709,1281,2507,-2.77,-0.13,25.42,2.3,251.23,1.91
2019-01-02,3874,1284,2510,1.69,0.22,23.22,2.37,251.26,1.91
2019-01-03,3780,1295,2448,-2.42,0.83,25.45,2.36,251.28,1.91
2019-01-04,3803,1286,2532,0.6,-0.7,21.38,2.36,251.3,1.91
2019-01-07,3986,1290,2550,-0.45,0.32,21.4,2.35,251.34,1.91
2019-01-08,3971,1286,2574,-0.37,-0.31,20.47,2.4,251.36,1.91
2019-01-09,3978,1292,2585,0.17,0.47,19.98,2.39,251.37,1.91
2019-01-10,3604,1287,2597,-9.41,-0.36,19.5,2.38,251.39,1.91
2019-01-11,3616,1290,2596,0.35,0.16,18.19,2.37,251.41,1.91
2019-01-14,3638,1291,2583,4.24,0.14,19.07,2.36,251.45,1.91
2019-01-15,3571,1288,2610,-1.84,-0.22,18.6,2.38,251.47,1.91
2019-01-16,3588,1294,2616,0.47,0.42,19.04,2.36,251.48,1.91
2019-01-17,3626,1292,2636,1.07,-0.12,18.06,2.36,251.5,1.91
2019-01-18,3606,1283,2671,-0.57,-0.75,17.8,2.35,251.52,1.91
2019-01-21,3537,1283,2671,-0.16,0.06,,,251.56,1.91
2019-01-23,3562,1284,2639,-0.52,0.05,19.52,2.35,251.59,1.91
2019-01-24,3574,1280,2642,0.36,-0.33,18.89,2.31,251.61,1.91
2019-01-25,3572,1298,2665,-0.06,1.43,17.42,2.33,251.63,1.91
2019-01-28,3443,1303,2644,-3.17,0.39,18.87,2.33,251.67,1.91
2019-01-29,3415,1309,2640,-0.81,0.45,19.13,2.37,251.69,1.91
2019-01-30,3460,1316,2681,1.32,0.5,17.66,2.37,251.7,1.91
2019-01-31,3437,1325,2704,-0.66,0.74,16.57,2.34,251.72,1.91
2019-02-01,3468,1322,2707,0.9,-0.23,16.14,2.34,251.74,1.91
2019-02-04,3463,1319,2725,0.11,-0.21,15.73,2.34,251.78,1.91
2019-02-05,3468,1319,2738,0.16,-0.01,15.57,2.37,251.8,1.91
2019-02-06,3404,1314,2732,-1.85,-0.36,15.38,2.37,251.81,1.91
2019-02-07,3398,1314,2706,-0.2,-0.02,16.37,2.36,251.83,1.91
2019-02-08,3662,1318,2708,7.77,0.33,15.72,2.37,251.85,1.91
2019-02-11,3632,1312,2710,-1.28,-0.5,15.97,2.38,251.89,1.91
2019-02-12,3632,1314,2745,0.01,0.16,15.43,2.38,251.91,1.91
2019-02-13,3612,1315,2753,-0.56,0.08,15.65,2.37,251.93,1.91
